instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 9061 Janet Trail, Port Darlene, KY 52047.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 8954 Dixon Lights Apt. 751, Hesterside, RI 83255.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near 4983 Mcintosh Islands Apt. 935, Jamesmouth, TX 54442.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 392 Lee Spur Suite 885, Port Steven, HI 15864.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 339 White Rue Suite 536, Loveshire, ND 45248.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 1686 Carl Valleys, Sarahmouth, OR 36819.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 40679 Thomas Loaf Suite 122, West Kathleenton, CA 36854.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 16309 Alejandro Junction Suite 463, East Christine, WV 35462.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near PSC 5320, Box 8953, APO AE 50737.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 19947 Cody Vista, Walkermouth, GA 23247.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near PSC 4103, Box 4699, APO AA 58980.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a pothole near 67726 Johnson Track, Jamiefort, WY 69174.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 8967 Nathan Squares, New Maryfurt, WY 53454.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 6434 Nicolas Wells Suite 093, South Jennifertown, OK 45744.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 6761 Scott Forks, Michaelview, GA 22592.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 65031 Christopher Square, West Christianview, FL 38925.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 2364 Abigail Fort Apt. 909, West Amy, GA 31466.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 111 Roth Fall, Port Stevenstad, HI 20518.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 05248 Vincent Centers, Taylorton, FL 17840.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 473 Thompson Creek Apt. 290, South Derekport, NC 64720.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 868 Hayden Pike Suite 996, Alexandrachester, NY 66001.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 19541 Reyes Hills, Andrewfort, WV 02603.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 9246 Douglas Forks, Kingfurt, VT 61476.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 2603 Penny Courts, Nathanielstad, MS 86147.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 458 Williams Ways, Jonesmouth, ME 66917.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 84008 Crystal Landing, South Richardmouth, RI 43301.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 917 Hamilton Passage, Lake Kimberlyshire, CA 20598.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near USCGC Rivera, FPO AP 58154.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 23196 Foster Canyon Apt. 402, South Ashley, FL 56457.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 01204 Buchanan Forges Suite 271, Lake Stevemouth, VA 49275.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 885 Rose Shores Suite 933, South Timothymouth, ME 65889.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
